fecha_estreno,url,titulo,nota_media,cantidad_votos,Título original,Año,Duración,País,Dirección,Guion,Reparto,Música,Fotografía,Compañías,Género,Sinopsis,Críticas,Tu crítica,Votaciones de almas gemelas,Votaciones de tus amigos,,Premios,Posición en rankings FA,Posición rankings listas,Grupos
fecha,https://www.filmaffinity.com/es/film190955.html,Caminando con el diablo,"6,4",124,Caminando con el diablo,2026,84 min.,España,Rubén Pérez Barrena,"Jesús Miguel Quintana, Rubén Pérez Barrena","Tamar Novas
Marina Salas
Iván Marcos
Annick Weerts
Alban Petit
Mateo Medina",Juanjo Javierre,Javier Salmones,La Canica Films. Distribuidora: Filmax,Thriller | Vida rural. Años 80. Secuestros / Desapariciones. Paternidad. Maternidad,"España, años ochenta. Miguel y Alicia arrastran la desaparición de su hijo Gabriel. Miguel se consume por la culpa de aquella noche de alcohol en la que lo perdió. Para Alicia, en cambio, quien murió ese día no fue su hijo, sino su marido. Lejos de ese infierno, Philippe, un niño francés de diez años, viaja en caravana junto a sus padres. Sus caminos se cruzan con los de Miguel y Alicia. Ese encuentro desencadena un viaje sin retorno al lado más oscuro del ser humano.","""Un competente thriller rural (...) Un prólogo inquietante, un giro de guion salvaje a los veinte minutos y una escena final demoledora constituyen momentos difíciles de olvidar. (...) Puntuación: ★★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Sanguinolento thriller rural en estado casi puro, las magníficas, inquietantes interpretaciones de ambos protagonistas, Tamar Novas y Marina Salas, apuntalan este sólido y brutal debut (...) Puntuación: ★★★½ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Un thriller seco, brutal (...) Cuenta con intérpretes y valores de producción sólidos. La fotografía magnífica, a veces demasiado preciosista, y localizaciones bien elegidas e integradas, refuerzan el relato. (...) Puntuación: ★★★ (sobre 5)"" 
Juan Pando: Fotogramas
""La película es entretenida, sí. ¿Es un tanto predecible? También, y hay que tener buen estómago (...) Mis dieces además a Novas y a Salas, que nunca antes los había visto dar tanto miedo. (...) Puntuación: ★★★ (sobre 5)"" 
Paula Hernández Platero: Cinemanía
""En el alambre entre el género y lo genérico, un thriller rural de buenas hechuras al que Marina Salas y Tamar Novas dan personalidad"" 
Arturo Tena: Cine con Ñ","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film363348.html,Pillion,"6,9",1.295,Pillion,2025,106 min.,Reino Unido,Harry Lighton,Harry Lighton. Libro: Adam Mars-Jones,"Alexander Skarsgård
Harry Melling
Brian Martin
Zamir Mesiti
Douglas Hodge
Lesley Sharp",Oliver Coates,Nick Morris,"Element Pictures, BBC Film, British Film Institute (BFI)",Drama. Romance | Homosexualidad. Motos,"Colin, un hombre introvertido, se queda prendado de Ray, el carismático y atractivo líder de una banda de moteros que le toma como sumiso, dinamitando su rutina y cambiándole la vida. (FILMAFFINITY)","""Sorprendente (en todos los aspectos) (...) hace del atrevimiento temático, visual y moral su bandera, pero (...) al mismo tiempo viene armada con un extraño sentido de la dulzura. (...) es una película que no se parece a casi ninguna"" 
Javier Ocaña: Diario El País
""Lighton nos recrea con las contradicciones inherentes a la pareja, mezclando lo furtivo con lo mundano y lo obsceno con lo tierno (...) apoyándose en la peculiar química compartida por Harry Melling y Alexander Skarsgård (...) Puntuación: ★★★★ (sobre 5)"" 
Nando Salvá: Diario El Periódico
""Lo mejor: La espléndida interpretación de Harry Melling, y esa mirada tan limpia, tan desprejuiciada, sobre la relación amo-sumiso. (...) Puntuación: ★★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Una película genial (...) largometraje a mil revoluciones por minuto que consigue remover al espectador (...) excitante debut de Harry Lighton (...) No te arrepentirás. (...) Puntuación: ★★★★ (sobre 5)"" 
Paula Hernández Platero: Cinemanía
""Es una comedia romántica inusual, muy atrevida y, probablemente, el film más caliente del año (...) es una peli transgresora y dulce, también podemos decir que es fresca y caliente, al mismo tiempo. (...) Puntuación: ★★★★★ (sobre 5)"" 
Marta Medina: El Confidencial
""La sorprendente película que va a revolucionar las salas de cine: ""Tan desgarradora como extrañamente hermosa"" (...) Puntuación: ★★★★ (sobre 5)"" 
Beatriz Martínez: Fotogramas
""Colin es como un pájaro en ciernes, todo intensidad de ojos locos y parloteo compulsivo. Es una gozada verle hacerse a sí mismo, averiguar exactamente lo que quiere y cómo conseguirlo."" 
David Rooney: The Hollywood Reporter
  mostrar 18 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios BAFTA (Reino Unido): 3 nominaciones
2025: Festival de Cannes: Un Certain Regard: Mejor guión. 2 nominaciones
2025: Festival de Valladolid - Seminci: Mejor actor. 2 nominaciones
2025: Premios Gotham: Mejor guion adaptado. 2 nominaciones
2025: Premios del Sindicato de Directores (DGA): Nominada a Mejor dirección novel.
  mostrar todos",29 Las mejores películas de 2025,,
fecha,https://www.filmaffinity.com/es/film633097.html,El rostro del perdón,,,The Face of the Faceless,2023,136 min.,India,Shaison P Ouseph,Jayapal Anandan,"Vincy Aloshious, Jeett Matharu, Stanley Kozhichira, Krishnakant Singh Bundela",Alphons Joseph,"Mahesh Aney, Ankit Bhat","Don Bosco International Media Academy, Tri Light Creations",Drama | Biográfico. Religión,"La hermana Rani Maria fue una monja misionera dedicada a ayudar a los campesinos pobres en Indore, en la India rural. A través de su incansable labor, enfrentó numerosos desafíos. Su legado, arraigado en la fe, el perdón y la justicia social, continúa inspirando a generaciones en todo el mundo.",,"Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
fecha,https://www.filmaffinity.com/es/film124261.html,La sombra de mi padre,"7,2",86,My Father's Shadow,2025,94 min.,Nigeria,Akinola Davies,"Akinola Davies, Wale Davies","Ṣọpẹ́ Dìrísù
Godwin Egbo
Chibuike Marvelous Egbo
Efon Wini
Uzoamaka Aniunoh
Martha Ehinome","Cj Mirra, Duval Timothy",Jermaine Canute Edwards,"Coproducción Nigeria-Reino Unido; BBC Film, BFI, Element Films, Element Pictures, Crybaby Films, Fatherland Productions",Drama | África. Años 90. Paternidad. Política,"En el transcurso de un solo día en Lagos, la capital de Nigeria, durante la crisis electoral de 1993, un padre y sus dos hijos pequeños, de los que está muy distanciado, viajan por la inmensa ciudad y la inestabilidad política amenaza su regreso a casa. (FILMAFFINITY)","""Una bella elegía sobre la identidad (...) Con un lirismo cargado de melancolía, Davies invoca en las imágenes de 'La sombra del padre' instantes y destellos que desafían al olvido."" 
Elsa Fernández-Santos: Diario El País
""Es uno de los más bellos y emocionantes debuts del año (...) un delicadísimo ejemplo de cine sensorial, tierno (...) y de una sinceridad tan clara y vibrante que, en efecto, entusiasma. (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Encuentra su mayor virtud en la manera propia de mirar. Desde la intimidad, sin asomo de cinismo (...) película (...) curiosa y emocionante (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""Reúne lo íntimo con lo colectivo y lo político en un hermoso ejercicio cinematográfico, conmovedor y muy inteligente, protagonizado por Sope Dirisu ('Gangs of London'), brillantísimo. (...) Puntuación: ★★★½ (sobre 5)"" 
Begoña Piña: Cinemanía
""La película nos introduce con eficacia en la realidad histórica de un país que aún sigue siendo un gran desconocido lejos de África. (...) Puntuación: ★★★ (sobre 5)"" 
Sergi Sánchez: Fotogramas
""La primera película nigeriana que se estrena en Cannes es un drama bellamente recordado sobre un fatídico viaje de un día a Lagos"" 
David Ehrlich: IndieWire
""Akinola Davies Jr debuta con fuerza en la dirección con esta hábil e intrigante historia de un padre ausente que se reúne brevemente con sus dos hijos pequeños. (...) Puntuación: ★★★★ (sobre 5)"" 
Peter Bradshaw: The Guardian
  mostrar 9 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios BAFTA (Reino Unido): Mejor debut de un escritor, director o productor británico.
2025: Festival de Cannes: Nominada a Un Certain Regard: Mejor película.
2025: Premios del Cine Europeo (EFA): Nominada a Premio Discovery.
2025: Premios Gotham: 2 premios.
2026: Festival de Göteborg: Youth Jury Dragon Award.
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film703556.html,Caravan,,,Karavanaka,2025,103 min.,República Checa,Zuzana Kirchnerová,"Tomas Bojar, Zuzana Kirchnerová, Kristina Majova","Anna Geislerová
David Vostrcil
Juliana Olhová
Jana Plodková
Giandomenico Cupaiuolo
Mario Russo","Aid Kid, Viera Marinová","Denisa Buranová, Simona Weisslechner","Coproducción República Checa-Eslovaquia-Italia; MasterFilm, Nutprodukcia, Tempesta",Drama | Maternidad. Síndrome de Down. Road Movie,"Ester acaba de cumplir 45 años y no tiene nada en su vida salvo el cuidado de su hijo David (15), que padece una discapacidad mental severa. David no puede hablar y necesita atención constante. Ester lo quiere profundamente, pero está agotada por la rutina y por afrontarlo todo sola. Unos amigos en Italia la invitan a visitarlos, pero el comportamiento imprevisible de David provoca problemas. Les piden que se alojen en una caravana en el jardín. Para Ester, es la gota que colma el vaso. Ya no quiere sentirse una carga. Cuando llega la noche, pone en marcha la caravana y se va. En un viaje que cambiará sus vidas por Italia y gracias a las personas que conocen, Ester comprende que puede ser algo más que solo una madre y que puede vivir una vida diferente. Al menos por un tiempo.","""Marcada por sus verdades emocionales y sus interpretaciones finamente juzgadas, emerge en última instancia como un drama humanista suave y eficaz. "" 
Allan Hunter: Screendaily
""Una película trepidante de viaje por carretera entre madre e hijo, que se mueve tanto por paisajes pintorescos como por territorios emocionales más complejos"" 
Catherine Bray: Variety
""Aunque técnicamente es impresionante, la película parece desperdiciar muchas oportunidades de establecer situaciones realmente convincentes o momentos de verdadera conexión humana entre sus personajes"" 
Veronica Orciari: Cineuropa
""Zuzana Kirchnerova ha transformado una historia única y profundamente personal de adversidad en una película con la que todos podemos identificarnos"" 
Jordan Mintzer: The Hollywood Reporter
""Introduce temas socialmente sensibles y a menudo pasados por alto, pero Kirchnerová aborda el papel y las complejidades de la maternidad con una honestidad lúcida que evita estereotipos y vías rápidas"" 
Martin Kudlac: Screen Anarchy
""En la capacidad de observación, la autenticidad, la sensibilidad, la sutileza y el recato residen los principales méritos de este más que digno debut."" 
Diego Batlle: OtrosCines.com
""Una película sensible y humanista, un retrato honesto acerca de la supervivencia, el coraje, la resiliencia y, sobre todo, el amor."" 
Diego Lerer: MicropsiaCine.com
""Una road movie que plantea el derecho a una vida propia, incluso cuando todo parece oponerse a ello. (...) Puntuación: 7 (sobre 10)"" 
Juan Pablo Russo: EscribiendoCine","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Festival de Cannes: Nominada a Un Certain Regard: Mejor película.
2025: Festival de Gijón: Nominada a Mejor película (sección Retueyos).
  mostrar todos",,,
fecha,https://www.filmaffinity.com/es/film675046.html,Scream 7,"5,3",2.063,Scream 7,2026,114 min.,Estados Unidos,Kevin Williamson,"Kevin Williamson, Guy Busick. Historia: James Vanderbilt, Guy Busick","Neve Campbell
Isabel May
Courteney Cox
Sam Rechner
Celeste O'Connor
Asa Germann",Marco Beltrami,Ramsey Nickell,"Paramount Pictures, Spyglass Entertainment, Project X Entertainment, Radio Silence, Outerbanks Entertainment. Distribuidora: Paramount Pictures",Terror | Terror adolescente. Slasher. Secuela,"Cuando un nuevo asesino Ghostface aparece en el tranquilo pueblo donde Sidney Prescott (Neve Campbell) ha construido una nueva vida, sus peores miedos se hacen realidad cuando su hija (Isabel May) se convierte en el siguiente objetivo. Decidida a proteger a su familia, Sidney debe enfrentarse a los horrores de su pasado para poner fin a la masacre de una vez por todas.","""Comienza muy bien y cuenta con un primer tercio muy disfrutable (...) pero esto se diluye muy pronto (...) Una película para pasar el rato, pero de la que se esperaba muchísimo más (...) Puntuación: ★★½ (sobre 5)"" 
Miguel Ángel Romero: Cinemanía
""Scream 7 te da una de cal y otra de arena: arranca de forma muy potente y aporta más violencia, oscuridad y vísceras pero no consigue llegar a una conclusión satisfactoria con una revelación final muy decepcionante."" 
Raquel Hernández Luján: Hobby Consolas
""Ni el genial regreso de Neve Campbell evita la peor película de toda la saga (...) hace aguas precisamente por su guion. (...) Los diálogos no son nada naturales, hay agujeros insalvables (...) Puntuación: ★★ (sobre 5)"" 
Fran Chico: Fotogramas
""Williamson ha vuelto a lo básico, pero el resultado es una secuela de 'Scream' que, aunque intenta de ser seductoramente enrevesada, en realidad es sólo... básica"" 
Owen Gleiberman: Variety
""Tras un comienzo excesivamente largo, en el que abunda la meta-locura, Williamson se asienta en una historia que se inspira en la primera película, al tiempo que aumenta alegremente su factor asco"" 
Manohla Dargis: The New York Times
""El meta-slasher de Kevin Williamson tiene un sólido trasfondo emocional y un puñado de buenas escenas. Y a la gran Sidney Prescott. (...) Puntuación: ★★★ (sobre 5)"" 
Jamie Graham: Empire
""Hay una cualidad rutinaria en todo el asunto que hace que 'Scream 7' resulte un aburrimiento, a pesar de su alto recuento de cadáveres y abundante gore"" 
Frank Scheck: The Hollywood Reporter
  mostrar 20 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,137 Ranking de películas slasher,,Scream
fecha,https://www.filmaffinity.com/es/film403747.html,Los miserables. El origen,"6,4",136,Jean Valjeanaka,2025,98 min.,Francia,Éric Besnard,Éric Besnard. Novela: Victor Hugo,"Grégory Gadebois
Bernard Campan
Alexandra Lamy
Isabelle Carré
Christiane Conil
Laura Behague",Christophe Julien,Laurent Dailland,"France 3 Cinéma, Radar Films",Drama | Drama de época. Pobreza. Siglo XIX,"1815. Jean Valjean sale del presidio, destrozado, rechazado por todos. Vagando sin rumbo, encuentra refugio en casa de un clérigo, su hermana y su sirviente. Ante esta mano tendida, Jean Valjean vacila y, en esa noche suspendida, deberá elegir en quién quiere convertirse.","""Es una obra que busca el detalle en su imagen, muy visual en sus exteriores (...) Bien planificada, bien estructurada, bien pegada al texto y bien interpretada, 'Los Miserables. El origen' es una película muy agradecida de ver"" 
Oti Rodríguez Marchante: Diario ABC
""Se centra en la parte menos visitada de la novela de Victor Hugo, y ahí radica gran parte de su interés (...) Con notable gama de grises. Un filme interesante en su dialéctica sencilla (...) Puntuación: ★★★ (sobre 5)"" 
Quim Casas: Diario El Periódico
""Lo más destacable de esta plúmbea historia de redención es su convincente ambientación rural. (...) Puntuación: ★★ (sobre 5)"" 
Jordi Batlle Caminal: Diario La Vanguardia
""Es compleja de explicar, porque desde fuera parece que nada penetra su fealdad, una oscuridad constante (...) Pero hay algo adulto, retorcido, casi atmosférico, que a veces respira y convence, o incluso impresiona (...) Puntuación: ★★★ (sobre 5)"" 
Santiago Alverú: Cinemanía
""La apuesta de Éric Besnard es convertir un relato contado siempre desde la épica de las grandes gestas en una historia intimista planteada casi como una pequeña obra teatral. (...) Puntuación: ★★★ (sobre 5)"" 
Laura Pérez: Fotogramas","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,Adaptaciones de Victor Hugo | Los miserables
fecha,https://www.filmaffinity.com/es/film520114.html,"Sorry, Baby","6,6",1.188,"Sorry, Baby",2025,103 min.,Estados Unidos,Eva Victor,Eva Victor,"Eva Victor
Naomi Ackie
Lucas Hedges
John Carroll Lynch
Louis Cancelmi
Kelly McCormack",Rob Rusli,Mia Cioffi Henry,"High Frequency Entertainment, AF Films, Big Beach, PASTEL, Tango Entertainment",Drama. Comedia | Comedia dramática. Cine independiente USA,"Una joven atraviesa un momento vital marcado por una experiencia límite que ha alterado profundamente su relación con el mundo y consigo misma. A través de una narración fragmentada, la historia sigue su día a día, sus silencios y su dificultad para recomponer los vínculos personales, construyendo un retrato íntimo y contenido sobre la fragilidad, la memoria y la resiliencia. (FILMAFFINITY)","""Eva Victor, directora, guionista y actriz de un debut formidable. Esta conmovedora película descubre la mirada de una mujer que aborda con humor, dolor e inteligencia el trauma de las agresiones sexuales"" 
Elsa Fernández-Santos: Diario El País
""Eva Victor completa uno de los más sorprendentes, bellos y sabios debuts de la temporada con un viaje al fondo de la sanación después del trauma (...) Puntuación: ★★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Una ópera prima delicada y punzante (...) Es una película notable en muchos sentidos. (...) cuando 'Sorry, Baby' brilla en su escritura, también en sus decisiones formales, brilla mucho. (...) Puntuación: ★★★ (sobre 5)"" 
Desirée de Fez: Diario El Periódico
""Nada resuelve, y acaso ahí radique el enorme interés de esta película antipática, rara, rugosa, llena de aristas: que su retrato femenino está aún por acabarse, pero deja intuir un futuro reparador. (...) Puntuación: ★★★★ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Un debut original y prometedor (...) Puntuación: ★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
""La gran virtud de Victor es la naturalidad con la que sortea la tentación de caer en el trauma porn, sin por ello suprimir la gravedad del asunto tratado. (...) un pequeño milagro de honestidad y sensibilidad. (...) Puntuación: ★★★★★ (sobre 5)"" 
Rubén Romero: Cinemanía
""Un increíble debut ""para que recordemos por qué nos gustaba el cine independiente"" (...) la trama logra esquivar el melodrama sin dejar de enfrentarlo, resulta divertida sin caer en el cinismo y mantiene la ternura sin ablandarse. (...) Puntuación: ★★★★ (sobre 5)"" 
Ricardo Rosado: Fotogramas
  mostrar 22 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Premios Globos de Oro: Nominada a Mejor actriz principal - Drama.
2025: Festival de Sundance: Mejor guión. 2 nominaciones
2025: Premios Independent Spirit Awards: 2 premios. 4 nominaciones
2025: Festival de Valladolid - Seminci: Mejor actriz. 2 nominaciones
2025: Asociación de Críticos Norteamericanos (NBR): Mejor dirección novel. 2 nominaciones
  mostrar todos",48 Las mejores películas de 2025,59 Mis películas favoritas del 2025 (28),
fecha,https://www.filmaffinity.com/es/film630582.html,EPiC: Elvis Presley in Concert,"7,9",298,EPiC: Elvis Presley in Concert,2025,90 min.,Australia,Baz Luhrmann,,Elvis Presley,Elliott Wheeler,,"Coproducción Australia-Estados Unidos; Authentic Studios, Bazmark Films",Documental | Documental sobre música. Conciertos,"La figura del gran Elvis Presley, con imágenes de archivo y grabaciones nunca vistas del Rey del rock.","""La estrella del rock, en vivo y casi en directo (...) Todas sus virtudes están aquí visibles y también algunos de sus 'defectos' (...) No es necesario ser 'fan' de Elvis para apreciar el retrato de la estrella, aunque lo disfrutará más quien lo sea"" 
Oti Rodríguez Marchante: Diario ABC
""Una película que demuestra que Elvis sigue más vivo que nosotros (...) canaliza la grandeza de su protagonista a través de una estética majestuosa, colores exuberantes y un sonido cristalino (...) Puntuación: ★★★★★ (sobre 5)"" 
Nando Salvá: Diario El Periódico
""Es cierto, Elvis sigue vivo (...) A quien le guste el rey del rock se lo pasará estupendamente; además, el filme es bueno (...) Puntuación: ★★★★ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Una gloriosa catarsis y resurrección del rey del rock en directo (...) EPiC es un descubrimiento valioso para fans y estudiosos, pero sobre todo es una inmersión única en la ""experiencia Elvis"" (...) Puntuación: ★★★★★ (sobre 5)"" 
Jorge Loser: Cinemanía
""Una delicia para cualquier fan de Elvis"" 
Monica Castillo: rogerebert.com
""Hay una pureza y un deslumbramiento natos. Lo que ves es lo que hay: Elvis en estado puro, impulsado por la conciencia de que no hay nada mejor que eso"" 
Owen Gleiberman: Variety
""Un documental eléctrico pero evasivo (...) Puntuación: ★★★ (sobre 5)"" 
Radheyan Simonpillai: The Guardian
  mostrar 7 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,"2 Mejores documentales del 2025
33 Mejores conciertos del siglo XXI
78 Mejores conciertos de la historia",,
fecha,https://www.filmaffinity.com/es/film327123.html,Orwell: 2+2=5,"6,6",261,Orwell: 2+2=5,2025,119 min.,Francia,Raoul Peck,,Documental,Alexei Aigui,"Ben Bloodwell, Stuart Luck, Julian Schwanitz","Coproducción Francia-Estados Unidos; Velvet Films, Anonymous Content, Closer Media, Neon, Jigsaw Productions. Distribuidora: Neon",Documental | Biográfico. Literatura,"1949. George Orwell termina la que será su última pero más importante novela, 1984. Los últimos meses de Orwell y sus obras visionarias muestran las raíces de los conceptos vitales e inquietantes que reveló al mundo en su obra maestra distópica: doblepensar, crimen de pensamiento, neolengua, el espectro omnipresente del Gran Hermano..., verdades sociopolíticas inquietantes que resuenan cada vez con más fuerza hoy en día.","""No me distraigo en ningún momento del atractivo y también aterrador documental 'Orwell: 2+2=5'. (...) Este documental, en posesión de (...) imágenes llenas de potencia (...) tiene capacidad para provocar el escalofrío."" 
Carlos Boyero: Diario El País
""Con una contundencia que por momentos roza el espanto, la cinta acierta a llegar a meta (...) se antoja tan inquietante como reveladora. Un brillante trabajo de reapropiación o, mejor, de justicia orwelliana. (...) Puntuación: ★★★ (sobre 5)"" 
Luis Martínez: Diario El Mundo
""Su control [de Peck] sobre las posibilidades expresivas del documental de archivo -que incluye fotos, noticiarios y adaptaciones fílmicas de la obra de Orwell- es notable (...) Puntuación: ★★★½ (sobre 5)"" 
Sergi Sánchez: Diario La Razón
""Una película que, a pesar de ser unidireccional y con ciertas deformaciones, permite conocer al personaje y en cierto modo el mundo que anunció y que nos rodea. (...) Puntuación: ★★★ (sobre 5)"" 
Oti Rodríguez Marchante: Diario ABC
""Las preguntas están ahí (...) Tan sólo por eso vale la pena. Porque, además de saber qué pensaría hoy el autor de 1984, nos damos cuenta de lo necesitados que estamos de una mirada tan honesta como la del escritor (...) Puntuación: ★★★★ (sobre 5)"" 
Salvador Llopart: Diario La Vanguardia
""La película más dolorosa y aterradora del año se parece demasiado a la realidad (...) Puntuación: ★★★★★ (sobre 5)"" 
Begoña Piña: Cinemanía
""Los paralelismos entre la pesadilla de '1984' -donde el Gran Hermano dicta todas las facetas de la vida- y los Estados Unidos de Trump no han sido debidamente reconocidos. Esta película lo hace."" 
Matthew Carey: Deadline
  mostrar 13 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,"2025: Asociación de Críticos Norteamericanos (NBR): Nominada a Mejores documentales del año (en orden alfabético).
2025: Premios Satellite Awards: Nominada a Mejor largometraje documental.
  mostrar todos",62 Mejores documentales del 2025,,
fecha,https://www.filmaffinity.com/es/film853860.html,Greenland 2,"4,5",970,Greenland 2: Migration,2026,98 min.,Estados Unidos,Ric Roman Waugh,"Chris Sparling, Mitchell LaFortune","Gerard Butler
Morena Baccarin
Roman Griffin Davis
Amber Rose Revah
Trond Fausa
Gianni Calchetti",David Buckley,Martin Ahlgren,"Coproducción Estados Unidos-Reino Unido; ACE, G-BASE, Thunder Road Pictures, CineMachine Media Works, STX Entertainment. Distribuidora: Lionsgate",Thriller. Acción | Secuela. Familia. Catástrofes. Supervivencia. Fin del mundo,"Después de sobrevivir al fin del mundo por la caída de un cometa, Jeff Garrity, junto con su mujer Allison y su hijo Nathan, deciden abandonar el búnker que les ha mantenido a salvo cinco años para buscar una zona en Europa que podría ser habitable. Así, el último refugio es el principio de un nuevo comienzo. Juntos emprenderán un viaje donde los desastres naturales y los humanos que sobrevivieron han convertido el mundo en un auténtico infierno.","""No [es] para tirar cohetes (...) El viaje estará plagado de catatástrofes, hay escenas chulas y la película resulta entretenida, pero hasta ahí. (...) Puntuación: ★★★ (sobre 5)"" 
Carmen L. Lobo: Diario La Razón
""Más allá de (...) espectáculo de ideología rancia, guion confuso y efectos digitales dignos de cualquier salvapantallas, hay que decir que funciona. (...) Puntuación: ★★★ (sobre 5)"" 
Philipp Engel: Diario La Vanguardia
""Una película entretenida, eficaz y funcional (...) Puntuación: ★★★ (sobre 5)"" 
Blai Morell: Fotogramas
""Un cine honesto que no abunda. (...) Su modestia no entiende de subtramas pero no deja fuera el espectáculo (...) Puntuación: ★★ (sobre 5)"" 
Juanma González: Cinemanía
""Esta secuela carece de toda lógica y propone una aventura completamente inverosímil. Los efectos especiales y su carácter extremo son parte de su atractivo pero no tiene la capacidad de emocionar a una audiencia que saldrá del cine con la sensación de haber vuelto a ver más de lo mismo."" 
Raquel Hernández Luján: Hobby Consolas
""Parecida a los típicos films de aventuras fantásticas de serie B que poblaban los multicines a principios de los 70. Adecuado relleno para la cartelera de enero. Lo único que le falta son los dinosaurios."" 
Frank Scheck: The Hollywood Reporter
""Es tan aburrida que te hace querer migrar fuera del cine. (...) Es pronto, pero 'Greenland: Migration' ya es candidata a peor película del año"" 
Owen Gleiberman: Variety
  mostrar 24 críticas más","Escribe tu opinión para que el resto de los usuarios la pueda leer
Añade tu crítica",Regístrate y podrás acceder a recomendaciones personalizadas según tus gustos de cine,"Regístrate y podrás acceder a todas las votaciones de tus amigos, familiares, etc.",,,,,
