modelo,marca,genero,material_montura,forma,tipo_montura,color,talla,ancho_lente,ancho_puente,largo_varilla,peso,gama_marca,segmento_comercial,pais_origen,precio_min,precio_max,categoria_material,gama_material,peso_relativo,aspect_ratio,area_aprox,densidad,ancho_total,montura_completa,es_unisex,color_basico,material_eco,precio_medio_marca,precio,log_precio
IN34-C1 42,Indestructible,Niños,Pasta,Redondas,Montura completa,rosa,XXS,42.0,16.0,118.0,75.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.3559322033898305,672.0,0.11160714285714286,100.0,1,0,0,0,80.0,83.99,4.442533602510535
32505 6022 19 57,Jaguar,Hombre,Pasta,Cuadradas,Montura completa,negro,L,57.0,19.0,150.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.38,1083.0,0.12465373961218837,133.0,1,0,1,0,130.0,189.9,5.251749730731702
IN70-C2 49,Indestructible,Niños,Metal,Rectangulares,Montura completa,negro,S,49.0,16.0,130.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.3769230769230769,784.0,0.08928571428571429,114.0,1,0,1,0,80.0,83.99,4.442533602510535
IN68-C4 47,Indestructible,Niños,Metal,Cat Eye,Montura completa,rosa,S,47.0,16.0,125.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.376,752.0,0.09308510638297872,110.0,1,0,0,0,80.0,83.99,4.442533602510535
31532 6522 17 55,Jaguar,Hombre,Pasta,Cuadradas,Montura completa,gris,M,55.0,17.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.3793103448275862,935.0,0.13903743315508021,127.0,1,0,0,0,130.0,209.9,5.351384087484729
32710 4855 18 52,Jaguar,Unisex,Pasta,Rectangulares,Montura completa,gris,M,52.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.3586206896551724,936.0,0.14957264957264957,122.0,1,1,0,0,130.0,109.9,4.7086288943563215
IN46-C3 43,Indestructible,Niños,Pasta,Rectangulares,Montura completa,azul,XXS,43.0,15.0,125.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.344,645.0,0.10852713178294573,101.0,1,0,0,0,80.0,83.99,4.442533602510535
IN70-C1 47,Indestructible,Niños,Metal,Rectangulares,Montura completa,azul,S,47.0,16.0,125.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.376,752.0,0.09308510638297872,110.0,1,0,0,0,80.0,83.99,4.442533602510535
HG 1024 RIW 18 51,Hugo,Hombre,Pasta,Cuadradas,Montura completa,gris,M,51.0,18.0,145.0,100.0,premium,moda_premium,Alemania,120.0,260.0,acetato,media,ligero,0.35172413793103446,918.0,0.10893246187363835,120.0,1,0,0,0,190.0,82.99,4.430697744137536
IN59-C1 46,Indestructible,Niños,Pasta,Redondas,Montura completa,negro,XS,46.0,18.0,130.0,80.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.35384615384615387,828.0,0.0966183574879227,110.0,1,0,1,0,80.0,83.99,4.442533602510535
IN52-C2 47,Indestructible,Niños,Pasta,Cuadradas,Montura completa,negro,XS,47.0,15.0,140.0,90.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.3357142857142857,705.0,0.1276595744680851,109.0,1,0,1,0,80.0,94.99,4.564244019375446
IN37-C3 43,Indestructible,Niños,Pasta,Redondas,Montura completa,morado,XXS,43.0,15.0,130.0,95.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.33076923076923076,645.0,0.14728682170542637,101.0,1,0,0,0,80.0,83.99,4.442533602510535
32506 6525 20 51,Jaguar,Hombre,Pasta,Cuadradas,Montura completa,gris,L,51.0,20.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.35172413793103446,1020.0,0.1323529411764706,122.0,1,0,0,0,130.0,189.9,5.251749730731702
31029 8840 17 56,Jaguar,Unisex,Pasta,Rectangulares,Montura completa,negro,M,56.0,17.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.38620689655172413,952.0,0.14180672268907563,129.0,1,1,1,0,130.0,179.9,5.19794439240125
IN23-C2 43,Indestructible,Niños,Metal,Cuadradas,Montura completa,rosa,XS,43.0,15.0,123.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.34959349593495936,645.0,0.10852713178294573,101.0,1,0,0,0,80.0,84.99,4.454231010422805
IN26-C4 45,Indestructible,Niños,Metal,Cuadradas,Montura completa,verde,XS,45.0,14.0,120.0,70.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,metal,media_alta,medio,0.375,630.0,0.1111111111111111,104.0,1,0,0,0,80.0,85.99,4.46579316951945
IN44-C1 50,Indestructible,Niños,Pasta,Cuadradas,Montura completa,negro,XS,50.0,17.0,130.0,80.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.38461538461538464,850.0,0.09411764705882353,117.0,1,0,1,0,80.0,83.99,4.442533602510535
IN43-C3 46,Indestructible,Niños,Pasta,Rectangulares,Montura completa,rosa,XXS,46.0,13.0,135.0,80.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.34074074074074073,598.0,0.13377926421404682,105.0,1,0,0,0,80.0,83.99,4.442533602510535
IN50-C1 47,Indestructible,Niños,Pasta,Cuadradas,Montura completa,negro,XS,47.0,18.0,130.0,100.0,gama_media,marca_blanca_OEM,Italia,40.0,120.0,acetato,media,ligero,0.36153846153846153,846.0,0.1182033096926714,112.0,1,0,1,0,80.0,92.99,4.54318839363221
33646 4200 19 53,Jaguar,Hombre,Metal,Redondas,Montura completa,gris,M,53.0,19.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.36551724137931035,1007.0,0.12909632571996027,125.0,1,0,0,0,130.0,185.9,5.230573714461517
33647 3100 18 54,Jaguar,Unisex,Metal,Cuadradas,Montura completa,azul,M,54.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1440329218106996,126.0,1,1,0,0,130.0,179.9,5.19794439240125
33655 4200 18 55,Jaguar,Hombre,Metal,Rectangulares,Montura al aire,gris,M,55.0,18.0,140.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.39285714285714285,990.0,0.13636363636363635,128.0,0,0,0,0,130.0,189.9,5.251749730731702
33651 6100 18 54,Jaguar,Unisex,Metal,Rectangulares,Montura completa,negro,M,54.0,18.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1388888888888889,126.0,1,1,1,0,130.0,209.9,5.351384087484729
33652 5100 14 56,Jaguar,Unisex,Metal/Pasta,Rectangulares,Montura completa,marron,M,56.0,14.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.38620689655172413,784.0,0.17857142857142858,126.0,1,1,1,0,130.0,199.9,5.302807271820889
33827 1182 18 53,Jaguar,Hombre,Metal,Cuadradas,Montura completa,negro,M,53.0,18.0,140.0,125.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.37857142857142856,954.0,0.1310272536687631,124.0,1,0,1,0,130.0,84.95,4.453765731828859
0JC3043J 5079 52,Jimmy Choo,Mujer,Acetato,Cat Eye,Montura completa,rosa,M,52.0,18.0,140.0,300.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,936.0,0.32051282051282054,122.0,1,0,0,0,315.0,209.9,5.351384087484729
35603 3100 20 51,Jaguar,Hombre,Titanio,Redondas,Media montura,azul,M,51.0,20.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.35172413793103446,1020.0,0.12745098039215685,122.0,0,0,0,0,130.0,119.63,4.792728009577292
33132 4200 19 60,Jaguar,Hombre,Metal,Rectangulares,Media montura,gris,L,60.0,19.0,150.0,145.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.4,1140.0,0.12719298245614036,139.0,0,0,0,0,130.0,209.9,5.351384087484729
33650 6100 20 51,Jaguar,Unisex,Metal,Redondas,Montura completa,negro,M,51.0,20.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.35172413793103446,1020.0,0.1323529411764706,122.0,1,1,1,0,130.0,209.9,5.351384087484729
33628 6100 20 51,Jaguar,Unisex,Metal,Redondas,Montura completa,negro,M,51.0,20.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.35172413793103446,1020.0,0.12745098039215685,122.0,1,1,1,0,130.0,194.9,5.277604324950495
33121 3100 18 56,Jaguar,Hombre,Metal,Rectangulares,Media montura,azul,M,56.0,18.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.13392857142857142,130.0,0,0,0,0,130.0,189.9,5.251749730731702
32711 8940 20 49,Jaguar,Hombre,Pasta,Redondas,Montura completa,marron,S,49.0,20.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.33793103448275863,980.0,0.14285714285714285,118.0,1,0,1,0,130.0,109.9,4.7086288943563215
35608 3100 14 57,Jaguar,Hombre,Titanio,Rectangulares,Media montura,azul,M,57.0,14.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.3931034482758621,798.0,0.16917293233082706,128.0,0,0,0,0,130.0,112.04,4.727741738376272
33647 4100 18 54,Jaguar,Unisex,Metal,Cuadradas,Montura completa,verde,M,54.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1440329218106996,126.0,1,1,0,0,130.0,199.9,5.302807271820889
0JC3048U 5079 52,Jimmy Choo,Mujer,Acetato,Cuadradas,Montura completa,rosa,M,52.0,17.0,140.0,295.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,884.0,0.333710407239819,121.0,1,0,0,0,315.0,149.9,5.016617365773803
0JC3047 5062 52,Jimmy Choo,Mujer,Acetato,Cat Eye,Montura completa,rojo,S,52.0,17.0,140.0,295.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,884.0,0.333710407239819,121.0,1,0,0,0,315.0,149.9,5.016617365773803
33092 1129 16 60,Jaguar,Hombre,Metal,Rectangulares,Montura completa,azul,M,60.0,16.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.41379310344827586,960.0,0.14583333333333334,136.0,1,0,0,0,130.0,179.9,5.19794439240125
33843 3100 17 56,Jaguar,Hombre,Metal,Rectangulares,Montura completa,azul,M,56.0,17.0,145.0,125.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,952.0,0.13130252100840337,129.0,1,0,0,0,130.0,179.9,5.19794439240125
Jimmy Choo 0JC3026 5000,Jimmy Choo,Mujer,Pasta,Cat Eye,Montura completa,negro,M,52.0,17.0,140.0,305.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,884.0,0.34502262443438914,121.0,1,0,1,0,315.0,127.72,4.857639502684128
0JC3048U 5002 54,Jimmy Choo,Mujer,Acetato,Cuadradas,Montura completa,marron,M,54.0,17.0,140.0,295.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.38571428571428573,918.0,0.3213507625272331,125.0,1,0,1,0,315.0,154.9,5.049214776063731
32710 8100 18 52,Jaguar,Unisex,Pasta,Rectangulares,Montura completa,transparente,M,52.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.3586206896551724,936.0,0.14957264957264957,122.0,1,1,0,0,130.0,169.9,5.141078590121546
33129 3100 16 58,Jaguar,Hombre,Metal,Rectangulares,Montura completa,azul,L,58.0,16.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.4,928.0,0.15086206896551724,132.0,1,0,0,0,130.0,209.9,5.351384087484729
33617 6100 19 56,Jaguar,Hombre,Metal,Rectangulares,Media montura,negro,L,56.0,19.0,145.0,125.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1064.0,0.1174812030075188,131.0,0,0,1,0,130.0,205.9,5.332235584751498
0JC3027 5002 54,Jimmy Choo,Mujer,Pasta,Cuadradas,Montura completa,marron,S,54.0,16.0,140.0,310.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.38571428571428573,864.0,0.3587962962962963,124.0,1,0,1,0,315.0,135.93,4.919469846344143
0JC3047 5076 55,Jimmy Choo,Mujer,Acetato,Cat Eye,Montura completa,marron,M,55.0,17.0,140.0,280.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.39285714285714285,935.0,0.2994652406417112,127.0,1,0,1,0,315.0,149.9,5.016617365773803
33641 3100 21 50,Jaguar,Hombre,Metal/Pasta,Cuadradas,Montura completa,azul,M,50.0,21.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.3448275862068966,1050.0,0.12380952380952381,121.0,1,0,0,0,130.0,189.9,5.251749730731702
32711 5154 20 49,Jaguar,Hombre,Pasta,Redondas,Montura completa,marron,S,49.0,20.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.33793103448275863,980.0,0.14285714285714285,118.0,1,0,1,0,130.0,109.9,4.7086288943563215
36838 3100 18 53,Jaguar,Hombre,Pasta,Cuadradas,Montura completa,gris,M,53.0,18.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,acetato,media,ligero,0.36551724137931035,954.0,0.13626834381551362,124.0,1,0,0,0,130.0,189.9,5.251749730731702
33612 3100 18 56,Jaguar,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,18.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.12896825396825398,130.0,0,0,1,0,130.0,107.19,4.683888940699482
35605 4100 17 56,Jaguar,Hombre,Titanio,Rectangulares,Media montura,gris,M,56.0,17.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.38620689655172413,952.0,0.14180672268907563,129.0,0,0,0,0,130.0,209.9,5.351384087484729
0JC3043J 5078 52,Jimmy Choo,Mujer,Acetato,Cat Eye,Montura completa,gris,M,52.0,18.0,140.0,300.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,936.0,0.32051282051282054,122.0,1,0,0,0,315.0,209.9,5.351384087484729
33653 5101 18 54,Jaguar,Unisex,Metal/Pasta,Rectangulares,Montura completa,marron,M,54.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.3724137931034483,972.0,0.1440329218106996,126.0,1,1,1,0,130.0,133.9,4.90453376321371
33654 6100 16 57,Jaguar,Unisex,Metal,Rectangulares,Montura al aire,negro,M,57.0,16.0,140.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.40714285714285714,912.0,0.14802631578947367,130.0,0,1,1,0,130.0,189.9,5.251749730731702
35608 4200 14 57,Jaguar,Hombre,Titanio,Rectangulares,Media montura,negro,M,57.0,14.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.3931034482758621,798.0,0.16917293233082706,128.0,0,0,1,0,130.0,209.9,5.351384087484729
35605 3100 17 56,Jaguar,Hombre,Titanio,Rectangulares,Media montura,azul,M,56.0,17.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,titanio,alta,ligero,0.38620689655172413,952.0,0.14180672268907563,129.0,0,0,0,0,130.0,209.9,5.351384087484729
33631 6100 17 56,Jaguar,Hombre,Metal,Rectangulares,Montura completa,negro,M,56.0,17.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,952.0,0.14705882352941177,129.0,1,0,1,0,130.0,209.9,5.351384087484729
33651 4200 18 54,Jaguar,Unisex,Metal,Rectangulares,Montura completa,negro,M,54.0,18.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1388888888888889,126.0,1,1,1,0,130.0,209.9,5.351384087484729
33650 4100 20 51,Jaguar,Unisex,Metal,Redondas,Montura completa,marron,M,51.0,20.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.35172413793103446,1020.0,0.1323529411764706,122.0,1,1,1,0,130.0,209.9,5.351384087484729
33652 5101 14 56,Jaguar,Unisex,Metal/Pasta,Rectangulares,Montura completa,marron,M,56.0,14.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.38620689655172413,784.0,0.17857142857142858,126.0,1,1,1,0,130.0,189.9,5.251749730731702
36834 6100 15 55,Jaguar,Hombre,Metal/Pasta,Cuadradas,Montura completa,negro,M,55.0,15.0,145.0,145.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.3793103448275862,825.0,0.17575757575757575,125.0,1,0,1,0,130.0,209.9,5.351384087484729
33653 5100 18 54,Jaguar,Unisex,Metal/Pasta,Rectangulares,Montura completa,marron,M,54.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,mezcla,media,medio,0.3724137931034483,972.0,0.1440329218106996,126.0,1,1,1,0,130.0,133.9,4.90453376321371
33630 4200 18 56,Jaguar,Hombre,Metal,Rectangulares,Montura completa,azul,M,56.0,18.0,145.0,135.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.13392857142857142,130.0,1,0,0,0,130.0,113.04,4.736549264044472
33647 6100 18 54,Jaguar,Unisex,Metal,Cuadradas,Montura completa,negro,M,54.0,18.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,972.0,0.1440329218106996,126.0,1,1,1,0,130.0,179.9,5.19794439240125
33643 3100 18 56,Jaguar,Unisex,Metal,Rectangulares,Media montura,negro,M,56.0,18.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.12896825396825398,130.0,0,1,1,0,130.0,209.9,5.351384087484729
33638 4200 17 54,Jaguar,Unisex,Metal,Rectangulares,Montura completa,gris,M,54.0,17.0,145.0,140.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.3724137931034483,918.0,0.15250544662309368,125.0,1,1,0,0,130.0,133.9,4.90453376321371
0JC3043J 5035 52,Jimmy Choo,Mujer,Acetato,Cat Eye,Montura completa,azul,M,52.0,18.0,140.0,300.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.37142857142857144,936.0,0.32051282051282054,122.0,1,0,0,0,315.0,239.9,5.484381909620826
33633 6100 56,Jaguar,Hombre,Metal,Rectangulares,Media montura,negro,M,56.0,14.0,145.0,130.0,gama_media,moda_casual,Reino Unido,90.0,170.0,metal,media_alta,medio,0.38620689655172413,784.0,0.16581632653061223,126.0,0,0,1,0,130.0,189.9,5.251749730731702
754 KB7 20 53,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,gris,M,53.0,20.0,145.0,180.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.36551724137931035,1060.0,0.16981132075471697,126.0,1,0,0,0,190.0,95.34,4.567883601202075
MJ 1054 09Q 18 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,S,52.0,18.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,936.0,0.1388888888888889,122.0,1,0,1,0,190.0,169.9,5.141078590121546
741 RHL 18 54,Marc Jacobs,Mujer,Metal,Cuadradas,Montura completa,negro,M,54.0,18.0,140.0,170.0,premium,moda_premium,Estados Unidos,120.0,260.0,metal,media_alta,medio,0.38571428571428573,972.0,0.1748971193415638,126.0,1,0,1,0,190.0,91.14,4.523309159507771
JC375 FWM 15 54,Jimmy Choo,Mujer,Metal/Pasta,Cat Eye,Montura completa,blanco,M,54.0,15.0,145.0,100.0,lujo,moda_lujo,Reino Unido,210.0,420.0,mezcla,media,medio,0.3724137931034483,810.0,0.12345679012345678,123.0,1,0,0,0,315.0,113.33,4.739089003553879
706 807 13 55,Marc Jacobs,Mujer,Pasta,Rectangulares,Montura completa,negro,M,55.0,13.0,145.0,170.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.3793103448275862,715.0,0.23776223776223776,123.0,1,0,1,0,190.0,129.9,4.874433672915854
770 807 16 54,Marc Jacobs,Mujer,Metal/Pasta,Cuadradas,Montura completa,negro,M,54.0,16.0,140.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,mezcla,media,medio,0.38571428571428573,864.0,0.2025462962962963,124.0,1,0,1,0,190.0,98.94,4.604570005916059
IZABEL/G 4IN 17 53,Kate Spade,Mujer,Metal,Cat Eye,Montura completa,marron,M,53.0,17.0,140.0,185.0,premium,moda_premium,Estados Unidos,90.0,180.0,metal,media_alta,medio,0.37857142857142856,901.0,0.20532741398446172,123.0,1,0,1,0,135.0,78.34,4.373742415086184
JC378/G Y9A 17 53,Jimmy Choo,Mujer,Pasta,Redondas,Montura completa,blanco,S,53.0,17.0,145.0,100.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.36551724137931035,901.0,0.11098779134295228,123.0,1,0,0,0,315.0,127.72,4.857639502684128
598 ISK 16 54,Marc Jacobs,Mujer,Pasta,Rectangulares,Montura completa,marron,M,54.0,16.0,140.0,160.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.38571428571428573,864.0,0.18518518518518517,124.0,1,0,1,0,190.0,119.9,4.794963757620747
MJ 1038 PJP 17 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,azul,M,52.0,17.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,884.0,0.14705882352941177,121.0,1,0,0,0,190.0,153.9,5.042779747422823
511 1ED 18 53,Marc Jacobs,Mujer,Pasta,Redondas,Montura completa,verde,M,53.0,18.0,145.0,170.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.36551724137931035,954.0,0.17819706498951782,124.0,1,0,0,0,190.0,159.9,5.080783053998338
704 E28 18 56,Marc Jacobs,Mujer,Metal,Cuadradas,Montura completa,marron,M,56.0,18.0,145.0,150.0,premium,moda_premium,Estados Unidos,120.0,260.0,metal,media_alta,medio,0.38620689655172413,1008.0,0.1488095238095238,130.0,1,0,1,0,190.0,159.9,5.080783053998338
704 NUC 18 56,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,azul,M,56.0,18.0,145.0,150.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.38620689655172413,1008.0,0.1488095238095238,130.0,1,0,0,0,190.0,84.74,4.451319461169831
0JC3058D 5051 50,Jimmy Choo,Mujer,Acetato,Rectangulares,Montura completa,marron,M,50.0,20.0,140.0,285.0,lujo,moda_lujo,Reino Unido,210.0,420.0,acetato,media,ligero,0.35714285714285715,1000.0,0.285,120.0,1,0,1,0,315.0,149.9,5.016617365773803
LV 1050 KB7 18 54,Levi´s,Mujer,Metal/Pasta,Cat Eye,Montura completa,gris,M,54.0,18.0,140.0,85.0,gama_media,moda_casual,Estados Unidos,60.0,120.0,mezcla,media,medio,0.38571428571428573,972.0,0.0874485596707819,126.0,1,0,0,0,90.0,61.14,4.129389903964901
MJ 1039 09Q 15 54,Marc Jacobs,Mujer,Pasta,Cat Eye,Montura completa,rojo,S,54.0,15.0,140.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.38571428571428573,810.0,0.21604938271604937,123.0,1,0,0,0,190.0,86.18,4.467974946810247
MJ 1038 05L 17 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,M,52.0,17.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,884.0,0.14705882352941177,121.0,1,0,1,0,190.0,86.18,4.467974946810247
725 086 16 55,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,M,55.0,16.0,145.0,175.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.3793103448275862,880.0,0.19886363636363635,126.0,1,0,1,0,190.0,149.9,5.016617365773803
JC267/G J5G 21 52,Jimmy Choo,Mujer,Metal,Redondas,Montura completa,dorado,S,51.0,21.0,140.0,100.0,lujo,moda_lujo,Reino Unido,210.0,420.0,metal,media_alta,medio,0.36428571428571427,1071.0,0.09337068160597572,123.0,1,0,0,0,315.0,134.34,4.90779013080408
BRIELLA TAY 16 51,Kate Spade,Mujer,Pasta,Redondas,Montura completa,negro,S,51.0,16.0,140.0,185.0,premium,moda_premium,Estados Unidos,90.0,180.0,acetato,media,ligero,0.36428571428571427,816.0,0.2267156862745098,118.0,1,0,1,0,135.0,66.75,4.21582445975981
JONAE PJP 16 51,Kate Spade,Mujer,Metal,Rectangulares,Montura completa,azul,S,53.0,16.0,140.0,185.0,premium,moda_premium,Estados Unidos,90.0,180.0,metal,media_alta,medio,0.37857142857142856,848.0,0.21816037735849056,122.0,1,0,0,0,135.0,75.34,4.3351970473170836
MJ 1054 35J 18 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,rosa,S,52.0,18.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,936.0,0.1388888888888889,122.0,1,0,0,0,190.0,106.52,4.677676876774839
400 ISK 18 54,Marc Jacobs,Mujer,Metal,Cat Eye,Montura completa,marron,M,54.0,18.0,145.0,40.0,premium,moda_premium,Estados Unidos,120.0,260.0,metal,media_alta,medio,0.3724137931034483,972.0,0.0411522633744856,126.0,1,0,1,0,190.0,78.68,4.378018613276343
MJ 1071 807 17 53,Marc Jacobs,Mujer,Pasta,Cat Eye,Montura completa,negro,S,53.0,17.0,140.0,180.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37857142857142856,901.0,0.1997780244173141,123.0,1,0,1,0,190.0,103.54,4.649569773284776
MJ 1060 35J 15 52,Marc Jacobs,Mujer,Pasta,Cat Eye,Montura completa,morado,S,52.0,15.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,780.0,0.16666666666666666,119.0,1,0,0,0,190.0,123.9,4.827513417131532
MJ 1054 086 18 52,Marc Jacobs,Mujer,Pasta,Cuadradas,Montura completa,marron,S,52.0,18.0,140.0,130.0,premium,moda_premium,Estados Unidos,120.0,260.0,acetato,media,ligero,0.37142857142857144,936.0,0.1388888888888889,122.0,1,0,1,0,190.0,124.67,4.833659423627053
